i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,1
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,GROUP    : 410,DELIQUENCY GROUP,A,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28110000001599,901007465,NGUYEN THI 7455,811,VND,22/10/2019,"100,000","202,299",22/10/2019
?,28110000002407,90276153,NGUYEN VAN 76153,811,VND,22/10/2019,"651,761","5,036,612",22/10/2019
?,28110000003082,90221687,NGUYEN VAN 21687,811,VND,22/10/2019,"113,466","1,498,330",22/10/2019
?,28110000003256,901008693,NGUYEN THI 8683,811,VND,22/10/2019,"363,782","4,933,276",22/10/2019
?,28110000003595,90257546,NGUYEN VAN 57546,811,VND,22/10/2019,"270,477","3,460,965",22/10/2019
?,28110000004049,90295940,NGUYEN VAN 95940,811,VND,22/10/2019,"249,824","3,202,798",22/10/2019
?,28110000004700,90229039,NGUYEN VAN 29039,811,VND,22/10/2019,"698,157","8,295,213",22/10/2019
?,28110000005749,901012819,NGUYEN THI 12809,811,VND,22/10/2019,"358,206","4,557,571",22/10/2019
?,28110000006184,901013106,NGUYEN THI 13096,811,VND,22/10/2019,"469,126","5,144,006",22/10/2019
?,28110000006846,90353852,NGUYEN VAN 153852,811,VND,22/10/2019,"372,670","4,502,686",22/10/2019
?,28110000006960,90253546,NGUYEN VAN 53546,811,VND,22/10/2019,"114,167","5,000,586",22/10/2019
?,28110000007141,90287495,NGUYEN VAN 87495,811,VND,22/10/2019,"256,512","3,286,405",22/10/2019
?,28110000008073,90239935,NGUYEN VAN 39935,811,VND,22/10/2019,"672,961","4,942,892",22/10/2019
?,28110000008461,90206850,NGUYEN VAN 6850,811,VND,22/10/2019,"456,156","5,131,996",22/10/2019
?,28110000008826,901016763,NGUYEN THI 16753,811,VND,22/10/2019,"383,129","4,869,109",22/10/2019
?,28110000009162,901017728,NGUYEN THI 17718,811,VND,22/10/2019,"427,152","5,105,141",22/10/2019
?,28110000010285,90225298,NGUYEN VAN 25298,811,VND,22/10/2019,"247,782","3,177,277",22/10/2019
?,,,,,,,----------,----------    ---------,-----------
?,,,TOTAL AMOUNT FOR O,FFICER,CC1,:  (COUNTER,":   2,466)             6","57,602,599           9,","644,935,896"
?,,,,,,,----------,----------    ---------,-----------
?,,,,,,,----------,----------    ---------,-----------
?,,,TOTAL AMOUNT FOR,GROUP,410,:  (COUNTER,":   2,466)             6","57,602,599           9,","644,935,896"
?,,,,,,,----------,----------    ---------,-----------
?,GROUP    : 420,DELIQUENCY GROUP,B,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,20020000000327,901007603,NGUYEN THI 7593,2,VND,22/10/2019,"310,376","1,988,097",23/09/2019
?,20020000001804,90205067,NGUYEN VAN 5067,2,VND,22/10/2019,"942,950","6,066,083",23/09/2019
?,20040000000663,901031693,NGUYEN THI 31683,4,VND,22/10/2019,"1,504,172","7,757,057",23/09/2019
?,20050000001017,901031477,NGUYEN THI 31467,5,VND,22/10/2019,"950,505","5,226,245",23/09/2019
?,20070000001098,90251121,NGUYEN VAN 51121,7,VND,22/10/2019,"1,241,382","7,653,589",23/09/2019
?,20070000001502,90254959,NGUYEN VAN 54959,7,VND,22/10/2019,"522,146","3,323,986",23/09/2019
?,20070000001924,90256396,NGUYEN VAN 56396,7,VND,22/10/2019,"998,002","5,276,113",23/09/2019
?,20070000002633,90260530,NGUYEN VAN 60530,7,VND,31/10/2019,"707,450","3,788,858",03/09/2019
?,20070000002781,901035750,NGUYEN THI 35740,7,VND,31/10/2019,"565,667","3,610,510",30/09/2019
?,20070000003839,901035978,NGUYEN THI 35968,7,VND,31/10/2019,"1,150,403","4,962,759",03/09/2019
?,20080000002772,90251448,NGUYEN VAN 51448,8,VND,22/10/2019,"658,196","3,950,304",23/09/2019
?,20080000005759,901035611,NGUYEN THI 35601,8,VND,22/10/2019,"591,037","3,830,935",23/09/2019
?,20080000006336,901035658,NGUYEN THI 35648,8,VND,31/10/2019,"883,635","3,845,235",03/09/2019
?,20080000007177,90262514,NGUYEN VAN 62514,8,VND,31/10/2019,"530,882","3,398,715",30/09/2019
?,20080000008142,90265020,NGUYEN VAN 65020,8,VND,22/10/2019,"1,412,295","5,380,078",23/09/2019
?,20080000012888,90281826,NGUYEN VAN 81826,8,VND,31/10/2019,"947,036","4,114,863",03/09/2019
?,20080000012961,90282037,NGUYEN VAN 82037,8,VND,22/10/2019,"1,083,084","4,921,255",23/09/2019
?,20080000013662,90284826,NGUYEN VAN 84826,8,VND,22/10/2019,"571,628","3,733,738",23/09/2019
?,20090000000049,901035758,NGUYEN THI 35748,9,VND,22/10/2019,"1,206,829","5,445,830",23/09/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,51
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,20110000001027,90224586,NGUYEN VAN 24586,11,VND,22/10/2019,"200,000","1,233,335",23/09/2019
?,20160000000073,90292516,NGUYEN VAN 92516,16,VND,22/10/2019,"740,525","5,115,164",23/09/2019
?,20160000002301,90318133,NGUYEN VAN 118133,16,VND,22/10/2019,"722,918","4,671,571",23/09/2019
?,20160000002814,90321732,NGUYEN VAN 121732,16,VND,22/10/2019,"572,286","4,395,086",23/09/2019
?,20160000003580,90330184,NGUYEN VAN 130184,16,VND,22/10/2019,"672,102","4,358,861",23/09/2019
?,20160000003903,90334512,NGUYEN VAN 134512,16,VND,22/10/2019,"694,548","4,500,436",23/09/2019
?,20160000004760,90343906,NGUYEN VAN 143906,16,VND,31/10/2019,"1,295,826","5,446,832",30/09/2019
?,20160000005684,90354161,NGUYEN VAN 154161,16,VND,22/10/2019,"714,541","4,626,568",23/09/2019
?,20160000007185,90376463,NGUYEN VAN 176463,16,VND,31/10/2019,"1,425,307","5,558,595",30/09/2019
?,20170000002151,90301928,NGUYEN VAN 101928,17,VND,22/10/2019,"566,273","3,699,866",23/09/2019
?,20170000003407,90308618,NGUYEN VAN 108618,17,VND,22/10/2019,"643,391","4,062,517",23/09/2019
?,20170000004280,90315107,NGUYEN VAN 115107,17,VND,22/10/2019,"1,149,935","5,436,102",23/09/2019
?,20170000004520,90310197,NGUYEN VAN 110197,17,VND,22/10/2019,"658,015","4,162,691",23/09/2019
?,20170000006418,90321767,NGUYEN VAN 121767,17,VND,22/10/2019,"1,136,908","5,404,532",23/09/2019
?,20170000006681,90323690,NGUYEN VAN 123690,17,VND,22/10/2019,"610,393","3,977,862",23/09/2019
?,20170000007093,90325223,NGUYEN VAN 125223,17,VND,22/10/2019,"711,396","4,533,143",23/09/2019
?,20170000007275,90326086,NGUYEN VAN 126086,17,VND,22/10/2019,"1,098,262","5,132,080",23/09/2019
?,20170000007416,90326969,NGUYEN VAN 126969,17,VND,22/10/2019,"733,913","4,754,036",23/09/2019
?,20170000008281,90328943,NGUYEN VAN 128943,17,VND,22/10/2019,"654,520","4,084,431",23/09/2019
?,20170000008919,90325585,NGUYEN VAN 125585,17,VND,22/10/2019,"639,029","3,869,905",23/09/2019
?,20170000009487,90333127,NGUYEN VAN 133127,17,VND,22/10/2019,"734,651","4,763,532",23/09/2019
?,20170000009891,90333865,NGUYEN VAN 133865,17,VND,22/10/2019,"759,039","4,695,490",23/09/2019
?,20170000010725,90333507,NGUYEN VAN 133507,17,VND,22/10/2019,"674,956","4,387,047",23/09/2019
?,20170000011491,90337679,NGUYEN VAN 137679,17,VND,22/10/2019,"707,197","4,444,646",23/09/2019
?,20170000011640,90276881,NGUYEN VAN 76881,17,VND,22/10/2019,"683,393","4,440,373",23/09/2019
?,20170000011988,90283551,NGUYEN VAN 83551,17,VND,22/10/2019,"704,773","4,327,744",23/09/2019
?,20170000013067,90345390,NGUYEN VAN 145390,17,VND,22/10/2019,"1,257,561","5,241,870",23/09/2019
?,20170000015203,90354874,NGUYEN VAN 154874,17,VND,12/11/2019,"768,395","5,144,184",12/09/2019
?,20170000015294,90355947,NGUYEN VAN 155947,17,VND,22/10/2019,"770,071","4,987,375",23/09/2019
?,20170000015666,90356442,NGUYEN VAN 156442,17,VND,22/10/2019,"200,000","5,126,660",23/09/2019
?,20170000015690,90357594,NGUYEN VAN 157594,17,VND,22/10/2019,"742,076","4,636,642",23/09/2019
?,20170000017464,90368184,NGUYEN VAN 168184,17,VND,22/10/2019,"839,919","5,131,015",23/09/2019
?,20170000019601,90381070,NGUYEN VAN 181070,17,VND,22/10/2019,"1,436,179","5,649,178",23/09/2019
?,28010000017563,90238061,NGUYEN VAN 38061,801,VND,22/10/2019,"100,000","660,588",23/09/2019
?,28010000018157,90237147,NGUYEN VAN 37147,801,VND,22/10/2019,"145,614","1,546,202",23/09/2019
?,28010000018793,901010958,NGUYEN THI 10948,801,VND,22/10/2019,"403,297","4,205,575",23/09/2019
?,28010000023728,901013355,NGUYEN THI 13345,801,VND,22/10/2019,"192,815","2,005,438",23/09/2019
?,28010000029519,901017377,NGUYEN THI 17367,801,VND,22/10/2019,"249,535","2,560,601",23/09/2019
?,28010000031176,901018625,NGUYEN THI 18615,801,VND,22/10/2019,"234,266","2,462,668",23/09/2019
?,28010000032455,90219204,NGUYEN VAN 19204,801,VND,22/10/2019,"369,803","3,771,563",23/09/2019
?,28010000032547,901019594,NGUYEN THI 19584,801,VND,22/10/2019,"239,118","2,511,173",23/09/2019
?,28010000035110,90307828,NGUYEN VAN 107828,801,VND,22/10/2019,"693,218","7,075,702",23/09/2019
?,28010000037421,90200867,NGUYEN VAN 867,801,VND,22/10/2019,"193,808","2,015,071",23/09/2019
?,28010000037991,901022194,NGUYEN THI 22184,801,VND,22/10/2019,"1,272,692","10,338,632",23/09/2019
?,28010000038999,901022527,NGUYEN THI 22517,801,VND,22/10/2019,"872,982","8,945,458",23/09/2019
?,28010000043452,901023937,NGUYEN THI 23927,801,VND,22/10/2019,"483,149","5,021,654",23/09/2019
?,28010000044427,901024196,NGUYEN THI 24186,801,VND,22/10/2019,"142,962","1,549,617",23/09/2019
?,28010000049707,901025905,NGUYEN THI 25895,801,VND,22/10/2019,"526,575","5,417,708",23/09/2019
?,28010000057882,90203719,NGUYEN VAN 3719,801,VND,22/10/2019,"245,000","2,569,994",23/09/2019
?,28010000058096,901028788,NGUYEN THI 28778,801,VND,22/10/2019,"255,750","2,621,482",23/09/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,52
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28010000058328,90239502,NGUYEN VAN 39502,801,VND,22/10/2019,"166,023","1,814,826",23/09/2019
?,28010000059490,901029280,NGUYEN THI 29270,801,VND,22/10/2019,"278,913","2,867,632",23/09/2019
?,28010000061173,901029893,NGUYEN THI 29883,801,VND,22/10/2019,"700,304","6,998,695",23/09/2019
?,28010000064482,901030863,NGUYEN THI 30853,801,VND,22/10/2019,"224,124","2,382,151",23/09/2019
?,28010000064854,901030964,NGUYEN THI 30954,801,VND,22/10/2019,"270,726","2,879,991",23/09/2019
?,28010000064904,901030973,NGUYEN THI 30963,801,VND,22/10/2019,"1,477,435","10,394,172",23/09/2019
?,28010000065620,901031158,NGUYEN THI 31148,801,VND,22/10/2019,"112,533","1,224,367",23/09/2019
?,28010000065828,901031231,NGUYEN THI 31221,801,VND,22/10/2019,"692,150","6,970,964",23/09/2019
?,28010000068673,90253558,NGUYEN VAN 53558,801,VND,22/10/2019,"496,688","5,086,653",23/09/2019
?,28010000073632,901033195,NGUYEN THI 33185,801,VND,22/10/2019,"100,000","263,845",23/09/2019
?,28020000006144,901001362,NGUYEN THI 1352,802,VND,22/10/2019,"100,000","311,835",23/09/2019
?,28020000015947,901002863,NGUYEN THI 2853,802,VND,22/10/2019,"304,548","3,169,266",23/09/2019
?,28020000026126,901003776,NGUYEN THI 3766,802,VND,22/10/2019,"270,966","2,829,653",23/09/2019
?,28020000050548,901006100,NGUYEN THI 6090,802,VND,22/10/2019,"100,000","811,814",23/09/2019
?,28020000050985,901006146,NGUYEN THI 6136,802,VND,22/10/2019,"219,913","2,269,052",23/09/2019
?,28020000053872,901006432,NGUYEN THI 6422,802,VND,22/10/2019,"207,859","2,151,850",23/09/2019
?,28020000055521,901006581,NGUYEN THI 6571,802,VND,22/10/2019,"193,567","2,015,266",23/09/2019
?,28020000063178,901007361,NGUYEN THI 7351,802,VND,22/10/2019,"100,000","1,055,401",23/09/2019
?,28020000065025,901007473,NGUYEN THI 7463,802,VND,22/10/2019,"104,790","1,148,891",23/09/2019
?,28020000066312,901007600,NGUYEN THI 7590,802,VND,22/10/2019,"112,969","1,232,455",23/09/2019
?,28020000068466,901007765,NGUYEN THI 7755,802,VND,22/10/2019,"201,124","2,086,396",23/09/2019
?,28020000070082,901007907,NGUYEN THI 7897,802,VND,22/10/2019,"332,696","3,428,701",23/09/2019
?,28020000078242,901008671,NGUYEN THI 8661,802,VND,22/10/2019,"434,792","4,486,211",23/09/2019
?,28020000088563,901009450,NGUYEN THI 9440,802,VND,22/10/2019,"277,770","2,858,675",23/09/2019
?,28020000089975,901009519,NGUYEN THI 9509,802,VND,22/10/2019,"202,701","2,104,269",23/09/2019
?,28020000091989,901009704,NGUYEN THI 9694,802,VND,22/10/2019,"455,987","4,736,825",23/09/2019
?,28020000092862,901009758,NGUYEN THI 9748,802,VND,22/10/2019,"223,122","2,375,485",23/09/2019
?,28020000094454,901009859,NGUYEN THI 9849,802,VND,22/10/2019,"642,559","6,562,122",23/09/2019
?,28020000103701,901010564,NGUYEN THI 10554,802,VND,22/10/2019,"252,311","2,584,264",23/09/2019
?,28020000106407,901010798,NGUYEN THI 10788,802,VND,22/10/2019,"204,983","2,124,478",23/09/2019
?,28020000107348,90265442,NGUYEN VAN 65442,802,VND,22/10/2019,"211,595","2,188,276",23/09/2019
?,28020000108130,901010924,NGUYEN THI 10914,802,VND,22/10/2019,"339,712","3,495,167",23/09/2019
?,28020000108759,901010966,NGUYEN THI 10956,802,VND,22/10/2019,"100,585","1,091,692",23/09/2019
?,28020000110391,901011070,NGUYEN THI 11060,802,VND,22/10/2019,"131,349","1,407,426",23/09/2019
?,28020000112066,90206164,NGUYEN VAN 6164,802,VND,22/10/2019,"158,488","1,673,472",23/09/2019
?,28020000113601,901011291,NGUYEN THI 11281,802,VND,22/10/2019,"180,980","1,890,286",23/09/2019
?,28020000115101,901011416,NGUYEN THI 11406,802,VND,22/10/2019,"420,535","4,250,439",23/09/2019
?,28020000117701,901011604,NGUYEN THI 11594,802,VND,22/10/2019,"287,083","2,926,449",23/09/2019
?,28020000128278,901012416,NGUYEN THI 12406,802,VND,22/10/2019,"221,042","2,330,410",23/09/2019
?,28020000132320,90301379,NGUYEN VAN 101379,802,VND,22/10/2019,"365,518","3,802,173",23/09/2019
?,28020000132734,90232902,NGUYEN VAN 32902,802,VND,22/10/2019,"752,390","7,875,447",23/09/2019
?,28020000133393,901012775,NGUYEN THI 12765,802,VND,22/10/2019,"474,221","4,822,263",23/09/2019
?,28020000134037,901012826,NGUYEN THI 12816,802,VND,22/10/2019,"100,000","672,783",23/09/2019
?,28020000140570,901013449,NGUYEN THI 13439,802,VND,22/10/2019,"214,773","2,225,483",23/09/2019
?,28020000141180,901013515,NGUYEN THI 13505,802,VND,22/10/2019,"458,565","4,711,156",23/09/2019
?,28020000143830,901013744,NGUYEN THI 13734,802,VND,22/10/2019,"480,554","4,829,833",23/09/2019
?,28020000147526,901013998,NGUYEN THI 13988,802,VND,22/10/2019,"201,951","2,140,924",23/09/2019
?,28020000151197,901014312,NGUYEN THI 14302,802,VND,22/10/2019,"245,243","2,518,785",23/09/2019
?,28020000154118,901014535,NGUYEN THI 14525,802,VND,22/10/2019,"561,504","5,146,160",23/09/2019
?,28020000155354,90211999,NGUYEN VAN 11999,802,VND,22/10/2019,"219,534","2,315,347",23/09/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,53
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000155511,901014739,NGUYEN THI 14729,802,VND,22/10/2019,"402,329","4,333,855",23/09/2019
?,28020000157699,901015043,NGUYEN THI 15033,802,VND,22/10/2019,"220,554","2,725,174",23/09/2019
?,28020000164711,901016009,NGUYEN THI 15999,802,VND,22/10/2019,"197,636","2,096,360",23/09/2019
?,28020000169736,901016734,NGUYEN THI 16724,802,VND,22/10/2019,"187,671","2,139,135",23/09/2019
?,28020000175303,901017471,NGUYEN THI 17461,802,VND,22/10/2019,"724,927","7,561,159",23/09/2019
?,28020000177903,901017805,NGUYEN THI 17795,802,VND,22/10/2019,"159,819","1,684,398",23/09/2019
?,28020000179917,901018064,NGUYEN THI 18054,802,VND,22/10/2019,"141,525","1,591,493",23/09/2019
?,28020000182531,90200442,NGUYEN VAN 442,802,VND,22/10/2019,"165,452","1,774,517",23/09/2019
?,28020000185021,901018746,NGUYEN THI 18736,802,VND,22/10/2019,"223,980","2,308,643",23/09/2019
?,28020000187969,901019134,NGUYEN THI 19124,802,VND,22/10/2019,"238,890","2,531,161",23/09/2019
?,28020000188769,901019238,NGUYEN THI 19228,802,VND,22/10/2019,"245,188","2,541,441",23/09/2019
?,28020000189692,901019388,NGUYEN THI 19378,802,VND,22/10/2019,"266,635","2,723,734",23/09/2019
?,28020000192308,901019702,NGUYEN THI 19692,802,VND,22/10/2019,"213,903","2,210,578",23/09/2019
?,28020000196911,901020324,NGUYEN THI 20314,802,VND,22/10/2019,"130,356","1,397,844",23/09/2019
?,28020000198578,90279655,NGUYEN VAN 79655,802,VND,22/10/2019,"852,240","8,174,286",23/09/2019
?,28020000200135,901020761,NGUYEN THI 20751,802,VND,22/10/2019,"211,556","2,235,561",23/09/2019
?,28020000202636,901020949,NGUYEN THI 20939,802,VND,22/10/2019,"100,000","664,136",23/09/2019
?,28020000203394,901020998,NGUYEN THI 20988,802,VND,22/10/2019,"193,964","2,059,641",23/09/2019
?,28020000203915,901021027,NGUYEN THI 21017,802,VND,22/10/2019,"177,705","1,858,532",23/09/2019
?,28020000207189,90344970,NGUYEN VAN 144970,802,VND,22/10/2019,"996,008","8,275,112",23/09/2019
?,28020000222741,90252669,NGUYEN VAN 52669,802,VND,22/10/2019,"168,770","1,807,696",23/09/2019
?,28020000227435,901022567,NGUYEN THI 22557,802,VND,22/10/2019,"128,870","1,408,706",23/09/2019
?,28020000231502,901022801,NGUYEN THI 22791,802,VND,22/10/2019,"226,371","2,331,976",23/09/2019
?,28020000236139,901023069,NGUYEN THI 23059,802,VND,22/10/2019,"215,649","2,230,428",23/09/2019
?,28020000241402,901023400,NGUYEN THI 23390,802,VND,22/10/2019,"123,292","1,337,247",23/09/2019
?,28020000242426,901023458,NGUYEN THI 23448,802,VND,22/10/2019,"172,748","1,812,415",23/09/2019
?,28020000244653,901023599,NGUYEN THI 23589,802,VND,22/10/2019,"636,944","5,210,598",23/09/2019
?,28020000244828,90213868,NGUYEN VAN 13868,802,VND,22/10/2019,"116,154","1,281,546",23/09/2019
?,28020000245650,901023655,NGUYEN THI 23645,802,VND,22/10/2019,"238,669","2,451,533",23/09/2019
?,28020000247128,90221093,NGUYEN VAN 21093,802,VND,22/10/2019,"582,631","5,160,638",23/09/2019
?,28020000247300,90214357,NGUYEN VAN 14357,802,VND,22/10/2019,"238,666","2,451,586",23/09/2019
?,28020000251880,901023990,NGUYEN THI 23980,802,VND,22/10/2019,"209,389","2,170,527",23/09/2019
?,28020000256608,90318766,NGUYEN VAN 118766,802,VND,22/10/2019,"449,985","4,637,291",23/09/2019
?,28020000257408,90202081,NGUYEN VAN 2081,802,VND,22/10/2019,"225,098","2,370,984",23/09/2019
?,28020000258299,90201478,NGUYEN VAN 1478,802,VND,22/10/2019,"243,004","2,550,031",23/09/2019
?,28020000262663,901024579,NGUYEN THI 24569,802,VND,22/10/2019,"637,605","6,545,014",23/09/2019
?,28020000266441,901024785,NGUYEN THI 24775,802,VND,22/10/2019,"152,554","1,646,395",23/09/2019
?,28020000271086,90220582,NGUYEN VAN 20582,802,VND,22/10/2019,"204,856","2,135,518",23/09/2019
?,28020000274221,901025229,NGUYEN THI 25219,802,VND,22/10/2019,"200,946","2,129,460",23/09/2019
?,28020000277034,90246664,NGUYEN VAN 46664,802,VND,22/10/2019,"255,333","2,618,149",23/09/2019
?,28020000278248,901025443,NGUYEN THI 25433,802,VND,22/10/2019,"212,854","2,248,535",23/09/2019
?,28020000278487,901025455,NGUYEN THI 25445,802,VND,22/10/2019,"400,461","4,162,132",23/09/2019
?,28020000279451,901025494,NGUYEN THI 25484,802,VND,22/10/2019,"249,848","2,560,318",23/09/2019
?,28020000279600,901025503,NGUYEN THI 25493,802,VND,22/10/2019,"234,664","2,466,645",23/09/2019
?,28020000280905,901025578,NGUYEN THI 25568,802,VND,22/10/2019,"115,343","1,251,704",23/09/2019
?,28020000281739,90202244,NGUYEN VAN 2244,802,VND,22/10/2019,"244,966","2,569,651",23/09/2019
?,28020000283990,90255885,NGUYEN VAN 55885,802,VND,22/10/2019,"706,865","7,062,080",23/09/2019
?,28020000286985,901025899,NGUYEN THI 25889,802,VND,22/10/2019,"270,129","2,868,862",23/09/2019
?,28020000287223,901025907,NGUYEN THI 25897,802,VND,22/10/2019,"339,135","3,448,895",23/09/2019
?,28020000290094,901026054,NGUYEN THI 26044,802,VND,22/10/2019,"273,076","2,850,752",23/09/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,54
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000291217,901026113,NGUYEN THI 26103,802,VND,22/10/2019,"122,656","1,346,551",23/09/2019
?,28020000295929,901026365,NGUYEN THI 26355,802,VND,22/10/2019,"258,316","2,703,169",23/09/2019
?,28020000296117,90247684,NGUYEN VAN 47684,802,VND,22/10/2019,"662,077","6,756,277",23/09/2019
?,28020000296901,901026431,NGUYEN THI 26421,802,VND,22/10/2019,"238,496","2,453,031",23/09/2019
?,28020000297420,901026464,NGUYEN THI 26454,802,VND,22/10/2019,"459,629","4,767,522",23/09/2019
?,28020000298568,901026537,NGUYEN THI 26527,802,VND,22/10/2019,"220,456","2,324,560",23/09/2019
?,28020000299517,901026605,NGUYEN THI 26595,802,VND,22/10/2019,"418,917","4,317,730",23/09/2019
?,28020000304101,901026865,NGUYEN THI 26855,802,VND,22/10/2019,"182,360","1,903,705",23/09/2019
?,28020000305876,901026974,NGUYEN THI 26964,802,VND,22/10/2019,"295,017","3,034,777",23/09/2019
?,28020000306767,901027017,NGUYEN THI 27007,802,VND,22/10/2019,"751,268","8,033,212",23/09/2019
?,28020000309928,901027218,NGUYEN THI 27208,802,VND,22/10/2019,"431,961","4,392,317",23/09/2019
?,28020000316238,901027526,NGUYEN THI 27516,802,VND,22/10/2019,"362,479","3,574,392",23/09/2019
?,28020000320354,901027742,NGUYEN THI 27732,802,VND,22/10/2019,"100,000","929,576",23/09/2019
?,28020000321030,901027777,NGUYEN THI 27767,802,VND,22/10/2019,"100,000","536,753",23/09/2019
?,28020000322301,901027828,NGUYEN THI 27818,802,VND,22/10/2019,"227,023","2,338,416",23/09/2019
?,28020000322533,901027837,NGUYEN THI 27827,802,VND,22/10/2019,"141,938","1,539,370",23/09/2019
?,28020000323432,901027891,NGUYEN THI 27881,802,VND,22/10/2019,"136,378","1,483,784",23/09/2019
?,28020000324182,90202926,NGUYEN VAN 2926,802,VND,22/10/2019,"359,488","3,717,201",23/09/2019
?,28020000327128,901028088,NGUYEN THI 28078,802,VND,22/10/2019,"285,780","2,963,884",23/09/2019
?,28020000330494,90236161,NGUYEN VAN 36161,802,VND,22/10/2019,"181,220","1,892,835",23/09/2019
?,28020000331625,901028327,NGUYEN THI 28317,802,VND,22/10/2019,"254,597","2,609,922",23/09/2019
?,28020000333845,901028448,NGUYEN THI 28438,802,VND,22/10/2019,"738,585","7,601,774",23/09/2019
?,28020000334728,90282976,NGUYEN VAN 82976,802,VND,22/10/2019,"935,538","9,548,516",23/09/2019
?,28020000335279,90292182,NGUYEN VAN 92182,802,VND,22/10/2019,"282,639","2,952,269",23/09/2019
?,28020000338323,901028736,NGUYEN THI 28726,802,VND,22/10/2019,"271,948","2,839,480",23/09/2019
?,28020000339818,901028814,NGUYEN THI 28804,802,VND,22/10/2019,"936,596","9,449,128",23/09/2019
?,28020000340261,90248419,NGUYEN VAN 48419,802,VND,22/10/2019,"489,999","5,076,629",23/09/2019
?,28020000341236,90224747,NGUYEN VAN 24747,802,VND,22/10/2019,"1,341,105","10,115,089",23/09/2019
?,28020000341590,901028922,NGUYEN THI 28912,802,VND,22/10/2019,"206,237","2,136,451",23/09/2019
