i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,1
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,GROUP    : 410,DELIQUENCY GROUP,A,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,20170000002433,90302442,NGUYEN VAN 102442,17,VND,22/10/2019,"169,115","3,320,988",22/10/2019
?,20170000002474,90300875,NGUYEN VAN 100875,17,VND,22/10/2019,"300,551","3,047,041",22/10/2019
?,20170000002524,90303246,NGUYEN VAN 103246,17,VND,22/10/2019,"31,880","3,940,498",22/10/2019
?,20170000002763,90303932,NGUYEN VAN 103932,17,VND,22/10/2019,"257,882","3,097,355",22/10/2019
?,20170000003142,901036418,NGUYEN THI 36408,17,VND,31/10/2019,"168,745","2,109,308",31/10/2019
?,20170000003852,901036449,NGUYEN THI 36439,17,VND,31/10/2019,"289,644","3,620,547",31/10/2019
?,20170000003977,90311117,NGUYEN VAN 111117,17,VND,22/10/2019,"522,690","5,393,817",22/10/2019
?,20170000004009,90303263,NGUYEN VAN 103263,17,VND,22/10/2019,"467,794","5,112,772",22/10/2019
?,20170000004025,90311001,NGUYEN VAN 111001,17,VND,31/10/2019,"274,186","3,427,327",31/10/2019
?,20170000004066,90306593,NGUYEN VAN 106593,17,VND,22/10/2019,"304,210","3,882,624",22/10/2019
?,20170000004124,90312374,NGUYEN VAN 112374,17,VND,31/10/2019,"251,818","3,147,720",31/10/2019
?,20170000004264,90311974,NGUYEN VAN 111974,17,VND,22/10/2019,"154,550","2,011,880",22/10/2019
?,20170000004496,90311854,NGUYEN VAN 111854,17,VND,22/10/2019,"520,420","5,081,713",22/10/2019
?,20170000004637,901036491,NGUYEN THI 36481,17,VND,22/10/2019,"673,098","5,171,719",22/10/2019
?,20170000004769,90316450,NGUYEN VAN 116450,17,VND,22/10/2019,"319,153","3,798,459",22/10/2019
?,20170000005238,90317410,NGUYEN VAN 117410,17,VND,12/11/2019,"302,287","4,077,285",14/10/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,5
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,20170000005667,90321448,NGUYEN VAN 121448,17,VND,22/10/2019,"296,598","3,787,481",22/10/2019
?,20170000006392,90323451,NGUYEN VAN 123451,17,VND,22/10/2019,"267,233","3,420,418",22/10/2019
?,20170000006566,90323764,NGUYEN VAN 123764,17,VND,22/10/2019,"322,980","3,982,359",22/10/2019
?,20170000006822,90323943,NGUYEN VAN 123943,17,VND,22/10/2019,"362,796","3,994,477",22/10/2019
?,20170000006954,90324430,NGUYEN VAN 124430,17,VND,22/10/2019,"371,476","5,123,450",22/10/2019
?,20170000006988,90325612,NGUYEN VAN 125612,17,VND,22/10/2019,"306,537","3,911,708",22/10/2019
?,20170000007283,90322272,NGUYEN VAN 122272,17,VND,31/10/2019,"310,016","3,540,692",31/10/2019
?,20170000007374,901036573,NGUYEN THI 36563,17,VND,22/10/2019,"344,590","4,172,243",22/10/2019
?,20170000007747,90290375,NGUYEN VAN 90375,17,VND,31/10/2019,"100,000","104,000",31/10/2019
?,20170000007846,90305777,NGUYEN VAN 105777,17,VND,22/10/2019,"321,449","3,829,538",22/10/2019
?,20170000007853,90327560,NGUYEN VAN 127560,17,VND,22/10/2019,"343,065","4,110,114",22/10/2019
?,20170000008117,90328519,NGUYEN VAN 128519,17,VND,22/10/2019,"312,166","3,982,073",22/10/2019
?,20170000008471,90323955,NGUYEN VAN 123955,17,VND,22/10/2019,"318,487","4,273,332",22/10/2019
?,20170000008646,90302488,NGUYEN VAN 102488,17,VND,22/10/2019,"319,454","3,798,204",22/10/2019
?,20170000008794,90298861,NGUYEN VAN 98861,17,VND,22/10/2019,"366,357","4,659,460",22/10/2019
?,20170000009404,90332992,NGUYEN VAN 132992,17,VND,31/10/2019,"336,164","4,202,048",31/10/2019
?,20170000009503,90332484,NGUYEN VAN 132484,17,VND,22/10/2019,"305,249","3,895,607",22/10/2019
?,20170000009677,90332850,NGUYEN VAN 132850,17,VND,12/11/2019,"562,176","5,338,913",14/10/2019
?,20170000011046,90336338,NGUYEN VAN 136338,17,VND,22/10/2019,"290,438","3,710,471",22/10/2019
?,20170000011160,90337032,NGUYEN VAN 137032,17,VND,22/10/2019,"341,033","4,342,914",22/10/2019
?,20170000011285,90337503,NGUYEN VAN 137503,17,VND,22/10/2019,"348,333","4,142,682",22/10/2019
?,20170000011541,90337705,NGUYEN VAN 137705,17,VND,22/10/2019,"389,461","4,594,360",22/10/2019
?,20170000012572,90245714,NGUYEN VAN 45714,17,VND,22/10/2019,"329,640","3,973,620",22/10/2019
?,20170000012713,90342222,NGUYEN VAN 142222,17,VND,22/10/2019,"100,000","180,000",22/10/2019
?,20170000012986,90344555,NGUYEN VAN 144555,17,VND,12/11/2019,"382,487","4,629,024",14/10/2019
?,20170000013331,90344200,NGUYEN VAN 144200,17,VND,22/10/2019,"310,011","4,602,969",22/10/2019
?,20170000013398,90344658,NGUYEN VAN 144658,17,VND,22/10/2019,"73,264","153,264",22/10/2019
?,20170000014008,90346769,NGUYEN VAN 146769,17,VND,22/10/2019,"350,139","4,456,740",22/10/2019
?,20170000014263,90349673,NGUYEN VAN 149673,17,VND,22/10/2019,"343,788","4,377,349",22/10/2019
?,20170000014388,90350586,NGUYEN VAN 150586,17,VND,22/10/2019,"82,869","4,577,867",22/10/2019
?,20170000015096,90354130,NGUYEN VAN 154130,17,VND,31/10/2019,"389,103","4,863,782",31/10/2019
?,20170000015179,90351425,NGUYEN VAN 151425,17,VND,31/10/2019,"351,595","4,394,940",31/10/2019
?,20170000015187,90353173,NGUYEN VAN 153173,17,VND,31/10/2019,"328,938","4,123,373",31/10/2019
?,20170000015385,90357025,NGUYEN VAN 157025,17,VND,31/10/2019,"349,866","4,373,331",31/10/2019
?,20170000015468,90357044,NGUYEN VAN 157044,17,VND,22/10/2019,"383,442","4,524,138",22/10/2019
?,20170000015740,90356534,NGUYEN VAN 156534,17,VND,22/10/2019,"399,509","5,123,865",22/10/2019
?,20170000015757,90358620,NGUYEN VAN 158620,17,VND,22/10/2019,"95,689","1,275,638",22/10/2019
?,20170000016029,90359743,NGUYEN VAN 159743,17,VND,22/10/2019,"91,654","5,062,654",22/10/2019
?,20170000016417,90362004,NGUYEN VAN 162004,17,VND,22/10/2019,"596,529","4,886,163",22/10/2019
?,20170000017100,90366800,NGUYEN VAN 166800,17,VND,22/10/2019,"638,714","4,529,994",22/10/2019
?,20170000017290,90367543,NGUYEN VAN 167543,17,VND,22/10/2019,"348,740","4,439,256",22/10/2019
?,20170000017365,90366608,NGUYEN VAN 166608,17,VND,22/10/2019,"100,000","180,000",22/10/2019
?,20170000017431,90368050,NGUYEN VAN 168050,17,VND,22/10/2019,"100,000","180,000",22/10/2019
?,20170000017571,90366071,NGUYEN VAN 166071,17,VND,22/10/2019,"729,490","4,970,250",22/10/2019
?,20170000017720,90369791,NGUYEN VAN 169791,17,VND,22/10/2019,"724,820","4,974,500",22/10/2019
?,20170000017928,90371438,NGUYEN VAN 171438,17,VND,22/10/2019,"100,000","180,000",22/10/2019
?,20170000018082,90372361,NGUYEN VAN 172361,17,VND,22/10/2019,"231,873","4,176,217",22/10/2019
?,20170000018132,90370461,NGUYEN VAN 170461,17,VND,22/10/2019,"353,598","4,225,316",22/10/2019
?,20170000019080,90378393,NGUYEN VAN 178393,17,VND,22/10/2019,"396,100","4,670,250",22/10/2019
?,20170000019247,90376979,NGUYEN VAN 176979,17,VND,22/10/2019,"727,385","5,383,134",22/10/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,6
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,20170000019361,90379724,NGUYEN VAN 179724,17,VND,22/10/2019,"384,266","4,883,331",22/10/2019
?,20170000019635,90380713,NGUYEN VAN 180713,17,VND,22/10/2019,"395,334","5,071,671",22/10/2019
?,20170000019841,90379822,NGUYEN VAN 179822,17,VND,22/10/2019,"396,100","4,680,750",22/10/2019
?,20170000020153,90383055,NGUYEN VAN 183055,17,VND,22/10/2019,"360,391","4,584,889",22/10/2019
?,20170000020260,90383201,NGUYEN VAN 183201,17,VND,22/10/2019,"623,744","4,867,010",22/10/2019
?,20170000020278,90382531,NGUYEN VAN 182531,17,VND,22/10/2019,"517,091","5,188,418",22/10/2019
?,20170000020351,90312365,NGUYEN VAN 112365,17,VND,22/10/2019,"580,537","5,247,164",22/10/2019
?,20170000020674,90385192,NGUYEN VAN 185192,17,VND,22/10/2019,"947,207","5,586,673",22/10/2019
?,20170000020930,90385997,NGUYEN VAN 185997,17,VND,22/10/2019,"688,006","5,346,672",22/10/2019
?,20170000021086,90384611,NGUYEN VAN 184611,17,VND,22/10/2019,"492,877","5,165,997",22/10/2019
?,20170000021219,90228362,NGUYEN VAN 28362,17,VND,22/10/2019,"378,500","5,211,249",22/10/2019
?,20170000021342,90386506,NGUYEN VAN 186506,17,VND,22/10/2019,"710,508","5,367,507",22/10/2019
?,20170000021979,90389364,NGUYEN VAN 189364,17,VND,22/10/2019,"392,000","4,980,000",22/10/2019
?,20170000022415,90390138,NGUYEN VAN 190138,17,VND,31/10/2019,"394,174","4,927,174",31/10/2019
?,20170000023868,90394406,NGUYEN VAN 194406,17,VND,22/10/2019,"330,400","4,759,999",22/10/2019
?,20180000000048,90311553,NGUYEN VAN 111553,18,VND,22/10/2019,"100,000","4,448,560",22/10/2019
?,20880000000126,901034330,NGUYEN THI 34320,88,VND,31/10/2019,"204,394","2,554,931",31/10/2019
?,20880000000902,901035520,NGUYEN THI 35510,88,VND,31/10/2019,"218,947","2,736,833",31/10/2019
?,20880000001504,901015655,NGUYEN THI 15645,88,VND,31/10/2019,"597,251","7,465,642",31/10/2019
?,20990000000487,901000038,NGUYEN THI 28,99,VND,31/10/2019,"230,839","2,677,663",31/10/2019
?,20990000000644,901000065,NGUYEN THI 55,99,VND,31/10/2019,"178,818","2,235,224",31/10/2019
?,20990000001360,90204969,NGUYEN VAN 4969,99,VND,31/10/2019,"100,000","1,039,112",31/10/2019
?,20990000001410,901000340,NGUYEN THI 330,99,VND,31/10/2019,"237,832","2,972,904",31/10/2019
?,20990000003549,901014636,NGUYEN THI 14626,99,VND,31/10/2019,"100,000","687,884",31/10/2019
?,20990000004521,901031286,NGUYEN THI 31276,99,VND,31/10/2019,"100,000","916,565",31/10/2019
?,20990000004596,901032009,NGUYEN THI 31999,99,VND,31/10/2019,"286,169","3,305,422",31/10/2019
?,20990000004679,90226188,NGUYEN VAN 26188,99,VND,31/10/2019,"100,000","1,003,187",31/10/2019
?,28000000003523,901014637,NGUYEN THI 14627,800,VND,31/10/2019,"208,088","2,601,094",31/10/2019
?,28000000004406,90381475,NGUYEN VAN 181475,800,VND,31/10/2019,"100,000","1,143,875",31/10/2019
?,28000000004786,901032010,NGUYEN THI 32000,800,VND,31/10/2019,"278,813","3,218,207",31/10/2019
?,28010000000072,901000166,NGUYEN THI 156,801,VND,22/10/2019,"137,928","2,775,846",22/10/2019
?,28010000006038,901004343,NGUYEN THI 4333,801,VND,22/10/2019,"344,025","6,960,491",22/10/2019
?,28010000006046,901004345,NGUYEN THI 4335,801,VND,22/10/2019,"139,641","2,882,357",22/10/2019
?,28010000007572,90244283,NGUYEN VAN 44283,801,VND,22/10/2019,"383,724","7,455,982",22/10/2019
?,28010000007648,901005375,NGUYEN THI 5365,801,VND,22/10/2019,"61,265","1,430,654",22/10/2019
?,28010000011897,901007742,NGUYEN THI 7732,801,VND,22/10/2019,"164,606","3,372,127",22/10/2019
?,28010000013430,901008438,NGUYEN THI 8428,801,VND,22/10/2019,"94,264","1,965,273",22/10/2019
?,28010000013513,901008470,NGUYEN THI 8460,801,VND,22/10/2019,"204,165","4,102,704",22/10/2019
?,28010000017472,901010385,NGUYEN THI 10375,801,VND,22/10/2019,"116,005","2,381,706",22/10/2019
?,28010000018082,901010714,NGUYEN THI 10704,801,VND,22/10/2019,"285,223","5,784,457",22/10/2019
?,28010000018629,90270096,NGUYEN VAN 70096,801,VND,22/10/2019,"410,327","8,058,272",22/10/2019
?,28010000020260,90228474,NGUYEN VAN 28474,801,VND,22/10/2019,"94,623","1,972,463",22/10/2019
?,28010000021284,901012125,NGUYEN THI 12115,801,VND,22/10/2019,"455,977","8,888,053",22/10/2019
?,28010000022365,901012589,NGUYEN THI 12579,801,VND,22/10/2019,"446,609","9,012,176",22/10/2019
?,28010000023991,901013510,NGUYEN THI 13500,801,VND,22/10/2019,"89,455","1,869,104",22/10/2019
?,28010000024254,901013635,NGUYEN THI 13625,801,VND,22/10/2019,"451,060","8,693,060",22/10/2019
?,28010000027042,901015419,NGUYEN THI 15409,801,VND,22/10/2019,"228,132","4,642,630",22/10/2019
?,28010000028453,901016552,NGUYEN THI 16542,801,VND,22/10/2019,"355,810","7,196,194",22/10/2019
?,28010000028990,901016967,NGUYEN THI 16957,801,VND,22/10/2019,"90,526","1,890,514",22/10/2019
?,28010000031317,901018716,NGUYEN THI 18706,801,VND,22/10/2019,"81,597","1,711,941",22/10/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,7
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28010000033545,901020139,NGUYEN THI 20129,801,VND,22/10/2019,"354,039","6,967,838",22/10/2019
?,28010000034071,901020684,NGUYEN THI 20674,801,VND,22/10/2019,"99,111","2,062,218",22/10/2019
?,28010000034428,901020846,NGUYEN THI 20836,801,VND,22/10/2019,"405,388","7,940,778",22/10/2019
?,28010000035763,901021362,NGUYEN THI 21352,801,VND,22/10/2019,"50,000","505,268",22/10/2019
?,28010000035938,901021405,NGUYEN THI 21395,801,VND,22/10/2019,"29,402","2,226,025",22/10/2019
?,28010000036076,901021436,NGUYEN THI 21426,801,VND,22/10/2019,"234,786","4,775,723",22/10/2019
?,28010000039476,90246399,NGUYEN VAN 46399,801,VND,22/10/2019,"173,696","3,553,916",22/10/2019
?,28010000040912,901023138,NGUYEN THI 23128,801,VND,22/10/2019,"274,200","5,568,143",22/10/2019
?,28010000040953,901023151,NGUYEN THI 23141,801,VND,22/10/2019,"63,860","1,850,604",22/10/2019
?,28010000041175,90206537,NGUYEN VAN 6537,801,VND,22/10/2019,"143,544","2,886,955",22/10/2019
?,28010000041308,90268410,NGUYEN VAN 68410,801,VND,22/10/2019,"78,477","1,643,182",22/10/2019
?,28010000041316,901023312,NGUYEN THI 23302,801,VND,22/10/2019,"117,614","2,490,146",22/10/2019
?,28010000041852,90201185,NGUYEN VAN 1185,801,VND,22/10/2019,"79,680","1,648,798",22/10/2019
?,28010000042124,901023584,NGUYEN THI 23574,801,VND,22/10/2019,"64,554","1,371,070",22/10/2019
?,28010000042603,901023707,NGUYEN THI 23697,801,VND,22/10/2019,"137,255","2,825,104",22/10/2019
?,28010000042959,901023806,NGUYEN THI 23796,801,VND,22/10/2019,"115,163","2,383,254",22/10/2019
?,28010000043668,90299158,NGUYEN VAN 99158,801,VND,22/10/2019,"1,080,458","15,038,106",22/10/2019
?,28010000043791,901024017,NGUYEN THI 24007,801,VND,22/10/2019,"309,806","6,276,119",22/10/2019
?,28010000044120,901024098,NGUYEN THI 24088,801,VND,22/10/2019,"147,010","3,021,990",22/10/2019
?,28010000044328,90268677,NGUYEN VAN 68677,801,VND,22/10/2019,"346,383","7,007,661",22/10/2019
?,28010000044617,901024234,NGUYEN THI 24224,801,VND,22/10/2019,"127,586","2,607,244",22/10/2019
?,28010000045051,901024377,NGUYEN THI 24367,801,VND,22/10/2019,"54,063","1,161,253",22/10/2019
?,28010000046448,901024805,NGUYEN THI 24795,801,VND,22/10/2019,"163,688","3,353,765",22/10/2019
?,28010000047214,90214292,NGUYEN VAN 14292,801,VND,22/10/2019,"72,332","2,385,319",22/10/2019
?,28010000047941,90232502,NGUYEN VAN 32502,801,VND,22/10/2019,"50,000","242,347",22/10/2019
?,28010000048873,901025685,NGUYEN THI 25675,801,VND,22/10/2019,"119,178","2,463,555",22/10/2019
?,28010000049202,90202067,NGUYEN VAN 2067,801,VND,22/10/2019,"128,400","2,639,003",22/10/2019
?,28010000049434,901025833,NGUYEN THI 25823,801,VND,22/10/2019,"50,000","359,395",22/10/2019
?,28010000050275,90236448,NGUYEN VAN 36448,801,VND,22/10/2019,"351,449","7,108,979",22/10/2019
?,28010000053428,901027085,NGUYEN THI 27075,801,VND,22/10/2019,"131,755","2,705,968",22/10/2019
?,28010000055993,901027978,NGUYEN THI 27968,801,VND,22/10/2019,"471,621","9,071,226",22/10/2019
?,28010000056488,901028219,NGUYEN THI 28209,801,VND,22/10/2019,"467,150","10,035,009",22/10/2019
?,28010000056553,901028254,NGUYEN THI 28244,801,VND,22/10/2019,"246,871","5,017,419",22/10/2019
?,28010000056587,90387568,NGUYEN VAN 187568,801,VND,22/10/2019,"109,991","2,279,825",22/10/2019
?,28010000056967,90203344,NGUYEN VAN 3344,801,VND,22/10/2019,"85,031","1,780,612",22/10/2019
?,28010000057049,90203435,NGUYEN VAN 3435,801,VND,22/10/2019,"50,000","991,111",22/10/2019
?,28010000057064,901028403,NGUYEN THI 28393,801,VND,22/10/2019,"119,497","2,469,933",22/10/2019
?,28010000057148,90236288,NGUYEN VAN 36288,801,VND,22/10/2019,"10,432","9,530,054",22/10/2019
?,28010000057304,901028509,NGUYEN THI 28499,801,VND,22/10/2019,"122,900","2,441,990",22/10/2019
?,28010000057460,901028580,NGUYEN THI 28570,801,VND,22/10/2019,"161,093","3,301,857",22/10/2019
?,28010000058336,90203614,NGUYEN VAN 3614,801,VND,22/10/2019,"50,000","164,229",22/10/2019
?,28010000058708,90363116,NGUYEN VAN 163116,801,VND,22/10/2019,"96,555","2,011,090",22/10/2019
?,28010000059011,90203580,NGUYEN VAN 3580,801,VND,22/10/2019,"144,195","2,843,318",22/10/2019
?,28010000059284,901029185,NGUYEN THI 29175,801,VND,22/10/2019,"442,389","8,927,770",22/10/2019
?,28010000059433,901029265,NGUYEN THI 29255,801,VND,22/10/2019,"158,591","3,251,828",22/10/2019
?,28010000059441,901029266,NGUYEN THI 29256,801,VND,22/10/2019,"145,718","3,018,110",22/10/2019
?,28010000059565,90244805,NGUYEN VAN 44805,801,VND,22/10/2019,"485,706","8,886,350",22/10/2019
?,28010000059664,901029351,NGUYEN THI 29341,801,VND,22/10/2019,"475,129","9,582,586",22/10/2019
?,28010000059748,901029367,NGUYEN THI 29357,801,VND,22/10/2019,"105,598","2,357,980",22/10/2019
?,28010000059938,901029425,NGUYEN THI 29415,801,VND,22/10/2019,"245,238","4,984,765",22/10/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,8
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28010000060308,90355952,NGUYEN VAN 155952,801,VND,22/10/2019,"150,470","3,078,251",22/10/2019
?,28010000061686,901030067,NGUYEN THI 30057,801,VND,22/10/2019,"103,224","2,973,582",22/10/2019
?,28010000061934,90334911,NGUYEN VAN 134911,801,VND,22/10/2019,"490,248","9,884,951",22/10/2019
?,28010000062338,90221831,NGUYEN VAN 21831,801,VND,22/10/2019,"194,811","3,976,214",22/10/2019
?,28010000063799,901030655,NGUYEN THI 30645,801,VND,22/10/2019,"186,545","3,800,439",22/10/2019
?,28010000064060,901030731,NGUYEN THI 30721,801,VND,22/10/2019,"75,544","1,566,950",22/10/2019
?,28010000065158,901031037,NGUYEN THI 31027,801,VND,22/10/2019,"338,135","6,842,690",22/10/2019
?,28010000065554,901031151,NGUYEN THI 31141,801,VND,22/10/2019,"284,488","4,983,803",22/10/2019
?,28010000065984,901031288,NGUYEN THI 31278,801,VND,22/10/2019,"143,160","2,916,247",22/10/2019
?,28010000066313,901031380,NGUYEN THI 31370,801,VND,22/10/2019,"201,020","4,032,194",22/10/2019
?,28010000067170,901031624,NGUYEN THI 31614,801,VND,22/10/2019,"141,250","2,804,494",22/10/2019
?,28010000067964,901031835,NGUYEN THI 31825,801,VND,22/10/2019,"333,704","6,754,023",22/10/2019
?,28010000068848,901032079,NGUYEN THI 32069,801,VND,22/10/2019,"165,448","3,217,588",22/10/2019
?,28010000069614,90257758,NGUYEN VAN 57758,801,VND,22/10/2019,"481,225","9,265,268",22/10/2019
?,28010000070042,90209065,NGUYEN VAN 9065,801,VND,22/10/2019,"2,121","6,214,410",22/10/2019
?,28010000070232,901032421,NGUYEN THI 32411,801,VND,22/10/2019,"123,764","2,686,764",22/10/2019
?,28010000070307,901032448,NGUYEN THI 32438,801,VND,22/10/2019,"175,275","3,547,054",22/10/2019
?,28010000071701,90253351,NGUYEN VAN 53351,801,VND,22/10/2019,"321,099","4,451,788",22/10/2019
?,28010000072303,901032894,NGUYEN THI 32884,801,VND,22/10/2019,"17,801","6,215,572",22/10/2019
?,28010000072386,901032915,NGUYEN THI 32905,801,VND,22/10/2019,"122,640","2,532,807",22/10/2019
?,28010000072667,90277347,NGUYEN VAN 77347,801,VND,22/10/2019,"151,108","3,102,153",22/10/2019
?,28010000073012,901033051,NGUYEN THI 33041,801,VND,22/10/2019,"132,157","4,718,926",22/10/2019
?,28010000073608,90212760,NGUYEN VAN 12760,801,VND,22/10/2019,"176,842","3,616,849",22/10/2019
?,28010000073780,90242040,NGUYEN VAN 42040,801,VND,22/10/2019,"173,531","3,405,701",22/10/2019
?,28010000074341,90217206,NGUYEN VAN 17206,801,VND,22/10/2019,"168,157","3,443,134",22/10/2019
?,28020000002184,901000575,NGUYEN THI 565,802,VND,22/10/2019,"87,263","1,928,410",22/10/2019
?,28020000008215,901001697,NGUYEN THI 1687,802,VND,22/10/2019,"67,308","1,500,034",22/10/2019
?,28020000009452,901001888,NGUYEN THI 1878,802,VND,22/10/2019,"50,000","521,721",22/10/2019
?,28020000009783,90292104,NGUYEN VAN 92104,802,VND,22/10/2019,"54,354","1,575,531",22/10/2019
?,28020000010815,901002130,NGUYEN THI 2120,802,VND,22/10/2019,"80,324","1,655,242",22/10/2019
?,28020000012159,901002335,NGUYEN THI 2325,802,VND,22/10/2019,"153,381","2,863,241",22/10/2019
?,28020000016275,901002896,NGUYEN THI 2886,802,VND,22/10/2019,"156,005","3,405,618",22/10/2019
?,28020000016903,901002951,NGUYEN THI 2941,802,VND,22/10/2019,"84,034","1,760,686",22/10/2019
?,28020000018172,901003093,NGUYEN THI 3083,802,VND,22/10/2019,"111,036","2,300,729",22/10/2019
?,28020000020079,90202677,NGUYEN VAN 2677,802,VND,22/10/2019,"336,424","6,514,238",22/10/2019
?,28020000021838,901003430,NGUYEN THI 3420,802,VND,22/10/2019,"79,975","1,679,506",22/10/2019
?,28020000022406,90244184,NGUYEN VAN 44184,802,VND,22/10/2019,"72,391","1,527,819",22/10/2019
?,28020000025136,901003700,NGUYEN THI 3690,802,VND,22/10/2019,"117,179","2,477,860",22/10/2019
?,28020000025623,901003731,NGUYEN THI 3721,802,VND,22/10/2019,"54,064","1,392,638",22/10/2019
?,28020000026415,901003789,NGUYEN THI 3779,802,VND,22/10/2019,"50,000","392,963",22/10/2019
?,28020000026852,901003817,NGUYEN THI 3807,802,VND,22/10/2019,"2,288","1,954,882",22/10/2019
?,28020000027942,901003934,NGUYEN THI 3924,802,VND,22/10/2019,"135,252","2,785,048",22/10/2019
?,28020000029187,901004030,NGUYEN THI 4020,802,VND,22/10/2019,"152,595","3,131,909",22/10/2019
?,28020000030193,901004123,NGUYEN THI 4113,802,VND,22/10/2019,"50,000","761,606",22/10/2019
?,28020000030557,90210009,NGUYEN VAN 10009,802,VND,22/10/2019,"91,348","1,907,115",22/10/2019
?,28020000030813,901004177,NGUYEN THI 4167,802,VND,22/10/2019,"183,430","3,748,609",22/10/2019
?,28020000031746,901004255,NGUYEN THI 4245,802,VND,22/10/2019,"98,438","2,062,929",22/10/2019
?,28020000033049,901004332,NGUYEN THI 4322,802,VND,22/10/2019,"50,000","600,372",22/10/2019
?,28020000034799,90221343,NGUYEN VAN 21343,802,VND,22/10/2019,"75,634","1,592,680",22/10/2019
?,28020000036471,901004588,NGUYEN THI 4578,802,VND,22/10/2019,"30,496","1,336,953",22/10/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,9
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
